text,label,ZeroShot,COT,FewShot,COT_with_examples,APE
'The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.',Quality,Quality,Quality,Quality,Quality,Quality
'The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The vendor will verify the invalid lead.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.',Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The product must be able to interface with various email servers. The product shall be able to send email.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The user shall enter new ratings based on the audit report',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The Disputes System must provide the ability to view existing dispute cases.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall ensure that the database’s data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The product shall make inactive players unavailable for selection from the list of players.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product should be able to be used by 90% of novice users on the Internet.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'viewing a movie details the website will display the movies description actor and director entered in by the administrator.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Izogn Administrator must be able to update the category listings on the website within 2 minutes.',Quality,Quality,Quality,Quality,Non-Quality,Quality
'Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall synchronize contacts and appointments in an acceptable time.',Quality,Quality,Quality,Quality,Quality,Quality
'The estimator shall search for available recycled parts using damaged vehicle parts information.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers',Non-Quality,Quality,Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall allow modification of the display.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall cater to 10 simultaneous users from 9am to 5pm.',Quality,Quality,Quality,Non-Quality,Quality,Quality
'The system shall interface with the faculty central server.',Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The product shall display a map of the company building showing conference room locations.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'For each shot the product shall notify the players whether the shot was a hit or miss.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Quality
'The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'Once a game is initiated the product shall display an offensive grid to each player.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
'The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.',Non-Quality,Quality,Non-Quality,Non-Quality,Non-Quality,Non-Quality
