text,label,ZeroShot,COT,FewShot,COT_with_examples,APE
'A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.',Functional,Functional,Functional,Functional,Functional,Functional
'All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.',Non-Functional,Non-Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.',Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'The system shall allow a user to define the time segments',Functional,Functional,Functional,Functional,Functional,Functional
'Once a game is initiated the product shall display an offensive grid to each player.',Functional,Functional,Functional,Functional,Functional,Functional
'The user shall enter new ratings based on the audit report',Functional,Functional,Functional,Functional,Functional,Functional
'The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.',Non-Functional,Functional,Functional,Functional,Functional,Functional
'The system shall notify the realtor when a seller or buyer responds to an appointment request',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall able to handle a large number of games simultaneously.',Non-Functional,Functional,Functional,Functional,Non-Functional,Non-Functional
'The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.',Functional,Functional,Functional,Functional,Functional,Functional
'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier program of study preferred sequence of classes and quarters that a cohort will be taking specific classes.',Functional,Functional,Functional,Functional,Functional,Functional
'All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available)',Non-Functional,Functional,Non-Functional,Functional,Non-Functional,Non-Functional
'The website should use Flash to provide animation on the home page.',Non-Functional,Functional,Functional,Non-Functional,Non-Functional,Functional
'The product shall store new conference rooms.',Functional,Functional,Functional,Functional,Functional,Functional
'A database management system such as Oracle DB2 MySql or HSQL will need to be integrated with the product.',Non-Functional,Functional,Functional,Non-Functional,Non-Functional,Non-Functional
'The system shall display Events in a vertical table by time.',Functional,Functional,Functional,Functional,Functional,Functional
'All actions that modify an existing dispute case must be recorded in the case history.',Functional,Functional,Functional,Functional,Functional,Functional
'The system shall provide charts for the Activity or Event actual versus assumed time.',Functional,Functional,Functional,Functional,Functional,Functional
'Each team owner will need to use a username and password in order to be authenticated to reach the team owner’s page',Non-Functional,Functional,Functional,Functional,Functional,Functional
'All screens created as part of the Disputes application must comply with corporate standards for interface creation.',Non-Functional,Functional,Non-Functional,Non-Functional,Non-Functional,Non-Functional
'When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.',Functional,Functional,Functional,Functional,Functional,Functional
'The system shall update or create new property listings in the MLS',Functional,Functional,Functional,Functional,Functional,Functional
'The product shall prevent the player from overlapping ships on their grid.',Functional,Functional,Functional,Functional,Functional,Functional
'At the start of each turn the product shall notify each player of his or her status.',Functional,Functional,Functional,Functional,Functional,Functional
'All registered customer information shall be stored and maintained in the database even after the customer cancels their account.',Functional,Functional,Functional,Functional,Functional,Functional
